id,name,team,Salary,Salary.1,Salary.2,Salary.3,Salary.4,Salary.5,Unnamed: 9,-additional,Note
219,Dalen Terry,CHI,$5399118,,,,,,$5399118,terryda01,"['option exercised September 26, 2024', 'option exercised October 31, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 7, 2022']"
220,Dereck Lively II,DAL,$5253360,$7239131,,,,,$5253360,livelde01,"['Option exercised October 23, 2024', '2025-26 and 2026-27 are team options', 'Signed rookie scale contract on July 8, 2023']"
221,Nikola Topić,OKC,$5182920,$5429760,$7482210,,,,$5182920,topicni01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 6, 2024']"
222,Derik Queen,NOP,$5157960,$5416080,$5673840,$8107918,,,$10574040,queende01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 5, 2025']"
223,Andre Drummond,PHI,$5000000,,,,,,$5000000,drumman01,"['Option exercised June 27, 2025', '2025-26 is a player option', 'Signed 2-yr/$10M contract July 7, 2024']"
224,Moritz Wagner,ORL,$5000000,,,,,,$5000000,wagnemo01,"['Signed 1-yr/$5M contract July 7, 2025']"
225,Nick Richards,PHO,$5000000,,,,,,,richani01,"['Traded from CHO to PHO January 15, 2025', '2025-26 is not guaranteed', 'Signed 3-yr/$15M contract extension March 22, 2023']"
226,Gradey Dick,TOR,$4990560,$7131511,,,,,$4990560,dickgr01,"['Option exercised October 29, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$21M rookie scale contract July 2, 2023']"
227,Malaki Branham,WAS,$4962033,,,,,,$4962033,branhma01,"['Traded from SAS to WAS July 9, 2025', 'Option exercised October 18, 2024', 'Option exercised October 23, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 8, 2022']"
228,Devin Carter,SAC,$4923720,$5158080,$7370897,,,,$4923720,cartede02,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 9, 2024']"
229,Christian Braun,DEN,$4921797,,,,,,$4921797,braunch01,"['Option exercised October 9, 2024', 'Option exercised October 10, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 3, 2022']"
230,Carter Bryant,SAS,$4900320,$5145360,$5390640,$7983539,,,$10045680,bryanca01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 3, 2025']"
231,Walker Kessler,UTA,$4878938,,,,,,$4878938,kesslwa01,"['Option exercised October 21, 2024', 'Option exercised October 23, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 9, 2022']"
232,Jordan Hawkins,NOP,$4741320,$7021895,,,,,$4741320,hawkijo01,"['Option exercised October 4, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$21M rookie scale contract July 3, 2023']"
233,Blake Wesley,WAS,$4726328,,,,,,$4726328,weslebl01,"['Signed 1-yr contract July 21, 2025', 'Waived July 19, 2025', 'Traded from SAS to WAS July 9, 2025', 'Option exercised October 18, 2024', 'Option exercised October 23, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 5, 2022']"
234,Bub Carrington,WAS,$4677600,$4900560,$7257730,,,,$4677600,carrica01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 7, 2024']"
235,Thomas Sorber,OKC,$4655040,$4887720,$5120400,$7849573,,,$9542760,sorbeth01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 3, 2025']"
236,Kobe Bufkin,ATL,$4503720,$6904203,,,,,$4503720,bufkiko01,"['Option exercised October 30, 2024', '2025-26 and 2026-27 are team options', 'Signed rookie scale contract on July 3, 2023']"
237,Jose Alvarado,NOP,$4500000,$4500000,,,,,$4500000,alvarjo01,"['2026-27 is a player option', 'Signed 2-yr/$9M contract extension September 30, 2024']"
238,Nikola Jović,MIA,$4445417,,,,,,$4445417,jovicni01,"['Option exercised September 5, 2024', 'Option exercised October 3, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 2, 2022']"
239,Kel'el Ware,MIA,$4443360,$4654920,$7135992,,,,$4443360,wareke01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 1, 2024']"
240,Yang Hansen,POR,$4422360,$4643520,$4864920,$7462788,,,$9065880,yangha01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 1, 2025']"
241,Peyton Watson,DEN,$4356476,,,,,,$4356476,watsope01,"['Option exercised October 9, 2024', 'Option exercised October 12, 2023', '2024-25 and 2025-26 are team options', 'Signed rookie scale contract on July 3, 2022']"
242,Miles McBride,NYK,$4333333,$3956523,,,,,$8289856,mcbrimi01,"['Signed 3-yr/$13M contract extension December 30, 2023']"
243,Keyonte George,UTA,$4278960,$6563925,,,,,$4278960,georgke01,"['Option exercised October 21, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$19M rookie scale contract July 2, 2023']"
244,Jared McCain,PHI,$4221360,$4422600,$6784268,,,,$4221360,mccaija01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 4, 2024']"
245,Joan Beringer,MIN,$4201080,$4411200,$4621200,$7098163,,,$8612280,berinjo01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 7, 2025']"
246,Kevin Love,UTA,$4150000,,,,,,$4150000,loveke01,"['Traded from MIA to UTA July 7, 2025', 'Signed 2-yr/$8M contract July 6, 2024']"
247,Dalton Knecht,LAL,$4010160,$4201080,$6452860,,,,$4010160,knechda01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 2, 2024']"
248,Dwight Powell,DAL,$4000000,,,,,,$4000000,poweldw01,"['Exercised player option June 23, 2025', '2025-26 is a player option', 'Signed 3-yr/$12M contract July 9, 2023']"
249,Walter Clayton,UTA,$3991320,$4190520,$4390320,$6752312,,,$8181840,claytwa01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 2, 2025']"
250,Jaime Jaquez Jr.,MIA,$3861600,$5939141,,,,,$3861600,jaqueja01,"['Option exercised September 5, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$17M rookie scale contract July 1, 2023']"
251,Nolan Traoré,BRK,$3811560,$4002000,$4193040,$6457282,,,$7813560,traorno01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 4, 2025']"
252,Tristan Da Silva,ORL,$3809520,$3991200,$6138466,,,,$3809520,dasiltr01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 6, 2024']"
253,Brandin Podziemski,GSW,$3687960,$5679459,,,,,$3687960,podzibr01,"['Option exercised October 30, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$16M rookie scale contract July 3, 2023']"
254,Svi Mykhailiuk,UTA,$3675000,$3850000,$4025000,,,,,mykhasv01,"['Signed 4-yr/$15M contract August 10, 2024']"
255,Kasparas Jakucionis,MIA,$3658800,$3841680,$4024440,$6205687,,,$7500480,jakucka01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 1, 2025']"
256,Ja'Kobe Walter,TOR,$3638160,$3811800,$5870172,,,,$3638160,walteja01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 4, 2024']"
257,Cam Whitmore,WAS,$3539760,$5458310,,,,,$3539760,whitmca01,"['Traded from HOU to WAS July 6, 2025', 'Option exercised October 30, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$16M rookie scale contract July 3, 2023']"
258,Will Riley,WAS,$3512520,$3688320,$3864000,$6155352,,,$7200840,rileywi01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 5, 2025']"
259,Jaylon Tyson,CLE,$3492480,$3658560,$5641500,,,,$3492480,tysonja01,
260,P.J. Tucker,NYK,$3468960,,,,,,,tuckepj01,"['2025-26 is a team option', 'Signed 2-year minimum contract March 28, 2025']"
261,Russell Westbrook,DEN,$3468960,,,,,,,westbru01,"['2025-26 is a player option', 'Signed 2-yr/$6', '8M contract July 26, 2024']"
262,Noah Clowney,BRK,$3398640,$5414034,,,,,$3398640,clownno01,"['Option exercised October 28, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$15M rookie scale contract July 11, 2023']"
263,Drake Powell,BRK,$3372240,$3540600,$3709320,$6101832,,,$6912840,poweldr01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 8, 2025']"
264,Yves Missi,NOP,$3353040,$3512760,$5595827,,,,$3353040,missiyv01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 8, 2024']"
265,Dariq Whitehead,BRK,$3262560,$5366912,,,,,$3262560,whiteda01,"['Option exercised October 28, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$15M rookie scale contract July 10, 2023']"
266,Asa Newell,ATL,$3237480,$3399480,$3560880,$6042814,,,$6636960,newelas01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 3, 2025']"
267,DaRon Holmes,DEN,$3218760,$3372120,$5547138,,,,$3218760,holmeda01,"['2026-27 and 2027-28 are team options', 'Signed rookie scale contract on July 9, 2024']"
268,Elfrid Payton,NOP,$3153598,,,,,,,paytoel01,"['2025-26 is a team option', 'Signed for remainder of season April 11, 2025']"
269,Kris Murray,POR,$3132000,$5315004,,,,,$3132000,murrakr01,"['Option exercised October 19, 2024', '2025-26 and 2026-27 are team options', 'Signed 4-yr/$14M rookie scale contract July 1, 2023']"
270,Nique Clifford,SAC,$3108120,$3263400,$3418800,$5979481,,,$6371520,cliffni01,"['2027-28 and 2028-29 are team options', 'Signed rookie scale contract on July 3, 2025']"
271,Nassir Little,PHO,$3107143,$3107143,$3107143,$3107143,,,$12428572,littlna01,"['Waived August 27, 2024', 'Traded from POR to PHO September 27, 2023', 'Signed 4-yr/$28M contract extension October 17, 2022']"
